kind	value	complex_id_a	complex_id_b
parent_pdb	7D7Y	7D7Y__ATP__laC__aaA__rs102__m1__alt.	7D7Y__GTP__laB__aaA__rs101__m1__alt.
parent_pdb	7D7Z	7D7Z__GTP__laB__aaA__rs101__m1__alt.	7D7Z__NAD__laDA__aaA__rs129__m1__alt.
parent_pdb	7ELP	7ELP__XAN__laF__aaA__rs104__m1__alt.	7ELP__XAN__laU__aaB__rs103__m1__alt.
parent_pdb	7ELQ	7ELQ__XAN__laD__aaA__rs102__m1__alt.	7ELQ__XAN__laO__aaB__rs102__m1__alt.
parent_pdb	7ELR	7ELR__XAN__laD__aaA__rs102__m1__alt.	7ELR__XAN__laN__aaB__rs102__m1__alt.
parent_pdb	7ELS	7ELS__AZA__laK__aaA__rs109__m1__alt.	7ELS__AZA__laS__aaB__rs108__m1__alt.
parent_pdb	7KBW	7KBW__WAM__laB__aaA__rs101__m1__alt.	7KBW__WAM__laC__aaA__rs102__m1__alt.
parent_pdb	7KBX	7KBX__WAM__laB__aaA__rs101__m1__alt.	7KBX__WAM__laC__aaA__rs102__m1__alt.
parent_pdb	7MSV	7MSV__BER__laC__aaX__rs102__m1__alt.	7MSV__BER__laD__aaX__rs103__m1__alt.
parent_pdb	7MSV	7MSV__BER__laC__aaX__rs102__m1__alt.	7MSV__DGP__laB__aaX__rs101__m1__alt.
parent_pdb	7N7D	7N7D__BER__laB__aaA__rs101__m1__alt.	7N7D__BER__laC__aaA__rs102__m1__alt.
parent_pdb	7N7E	7N7E__BER__laB__aaA__rs101__m1__alt.	7N7E__BER__laC__aaA__rs102__m1__alt.
parent_pdb	7OAV	7OAV__GTP__laQ__aaC__rs102__m1__alt.	7OAV__V5Z__laE__aaA__rs101__m1__alt.
parent_pdb	7OAV	7OAV__GTP__laQ__aaC__rs102__m1__alt.	7OAV__V5Z__laK__aaB__rs101__m1__alt.
parent_pdb	7OAV	7OAV__GTP__laQ__aaC__rs102__m1__alt.	7OAV__V5Z__laP__aaC__rs101__m1__alt.
parent_pdb	7OAV	7OAV__GTP__laQ__aaC__rs102__m1__alt.	7OAV__V5Z__laT__aaD__rs101__m1__alt.
parent_pdb	7OAW	7OAW__GTP__laK__aaB__rs101__m1__alt.	7OAW__GTP__laQ__aaC__rs102__m1__alt.
parent_pdb	7OAW	7OAW__GTP__laK__aaB__rs101__m1__alt.	7OAW__V6T__laH__aaA__rs104__m1__alt.
parent_pdb	7OAW	7OAW__GTP__laK__aaB__rs101__m1__alt.	7OAW__V6T__laN__aaB__rs104__m1__alt.
parent_pdb	7OAW	7OAW__GTP__laK__aaB__rs101__m1__alt.	7OAW__V6T__laT__aaC__rs105__m1__alt.
parent_pdb	7OAW	7OAW__GTP__laK__aaB__rs101__m1__alt.	7OAW__V6T__laY__aaD__rs104__m1__alt.
parent_pdb	7OAX	7OAX__V5Z__laDA__aaD__rs103__m1__alt.	7OAX__V5Z__laF__aaA__rs102__m1__alt.
parent_pdb	7OAX	7OAX__V5Z__laDA__aaD__rs103__m1__alt.	7OAX__V5Z__laO__aaB__rs103__m1__alt.
parent_pdb	7OAX	7OAX__V5Z__laDA__aaD__rs103__m1__alt.	7OAX__V5Z__laW__aaC__rs103__m1__alt.
parent_pdb	7REX	7REX__PRF__laD__aaA__rs101__m1__alt.	7REX__PRF__laE__aaA__rs102__m1__alt.
parent_pdb	7REX	7REX__PRF__laD__aaA__rs101__m1__alt.	7REX__PRF__laI__aaB__rs101__m1__alt.
parent_pdb	7REX	7REX__PRF__laD__aaA__rs101__m1__alt.	7REX__PRF__laJ__aaB__rs102__m1__alt.
parent_pdb	7REX	7REX__PRF__laD__aaA__rs101__m1__alt.	7REX__PRF__laK__aaC__rs101__m1__alt.
parent_pdb	7REX	7REX__PRF__laD__aaA__rs101__m1__alt.	7REX__PRF__laL__aaC__rs102__m1__alt.
parent_pdb	7X8M	7X8M__BER__laB__aaX__rs101__m1__alt.	7X8M__BER__laC__aaX__rs102__m1__alt.
parent_pdb	7X8O	7X8O__KPT__laB__aaX__rs101__m1__alt.	7X8O__KPT__laC__aaX__rs102__m1__alt.
parent_pdb	7XQ5	7XQ5__HEZ__laF__aaC__rs101__m1__alt.	7XQ5__HEZ__laG__aaD__rs101__m1__alt.
parent_pdb	7YVW	7YVW__B2R__laC__aaA__rs101__m1__alt.	7YVW__B2R__laD__aaA__rs102__m1__alt.
parent_pdb	7ZJ4	7ZJ4__1TU__laC__aaE__rs402__m1__alt.	7ZJ4__J93__laB__aaE__rs401__m1__alt.
parent_pdb	8EYU	8EYU__X5R__laE__aaB__rs103__m1__alt.	8EYU__X5R__laI__aaA__rs104__m1__alt.
parent_pdb	8EYV	8EYV__747__laF__aaA__rs104__m1__alt.	8EYV__747__laI__aaB__rs103__m1__alt.
parent_pdb	8FB3	8FB3__PRF__laD__aaA__rs101__m1__altA	8FB3__PRF__laE__aaA__rs102__m1__altA
parent_pdb	8FB3	8FB3__PRF__laD__aaA__rs101__m1__altA	8FB3__PRF__laJ__aaC__rs101__m1__altA
parent_pdb	8FB3	8FB3__PRF__laD__aaA__rs101__m1__altA	8FB3__PRF__laK__aaC__rs102__m1__altA
parent_pdb	8GXB	8GXB__NAD__laH__aaA__rs101__m1__alt.	8GXB__NAD__laS__aaB__rs101__m1__alt.
parent_pdb	8GXC	8GXC__NMN__laH__aaA__rs101__m1__alt.	8GXC__NMN__laO__aaB__rs101__m1__alt.
parent_pdb	8HB1	8HB1__NMN__laF__aaB__rs101__m1__alt.	8HB1__NMN__laG__aaB__rs102__m1__alt.
parent_pdb	8HB3	8HB3__NNR__laC__aaA__rs101__m1__alt.	8HB3__NNR__laD__aaB__rs101__m1__alt.
parent_pdb	8HB8	8HB8__NMN__laB__aaA__rs101__m1__alt.	8HB8__NMN__laC__aaA__rs102__m1__alt.
parent_pdb	8HBA	8HBA__NAD__laC__aaA__rs101__m1__alt.	8HBA__NAD__laD__aaA__rs102__m1__alt.
parent_pdb	8HBA	8HBA__NAD__laC__aaA__rs101__m1__alt.	8HBA__NMN__laF__aaB__rs102__m1__alt.
parent_pdb	8HZD	8HZD__O2I__laF__aaA__rs104__m1__alt.	8HZD__O2I__laK__aaB__rs105__m1__alt.
parent_pdb	8HZE	8HZE__NI4__laK__aaA__rs109__m1__alt.	8HZE__NI4__laT__aaB__rs109__m1__alt.
parent_pdb	8HZF	8HZF__NJL__laG__aaA__rs105__m1__alt.	8HZF__NJL__laL__aaB__rs105__m1__alt.
parent_pdb	8HZJ	8HZJ__O00__laI__aaA__rs107__m1__alt.	8HZJ__O00__laN__aaB__rs105__m1__alt.
parent_pdb	8HZK	8HZK__NI4__laBA__aaB__rs110__m1__alt.	8HZK__NI4__laR__aaA__rs116__m1__alt.
parent_pdb	8HZL	8HZL__NI4__laCA__aaB__rs114__m1__alt.	8HZL__NI4__laDA__aaB__rs115__m1__alt.
parent_pdb	8HZL	8HZL__NI4__laCA__aaB__rs114__m1__alt.	8HZL__NI4__laEA__aaB__rs116__m1__alt.
parent_pdb	8HZL	8HZL__NI4__laCA__aaB__rs114__m1__alt.	8HZL__NI4__laM__aaA__rs111__m1__alt.
parent_pdb	8HZL	8HZL__NI4__laCA__aaB__rs114__m1__alt.	8HZL__NI4__laN__aaA__rs112__m1__alt.
parent_pdb	8HZL	8HZL__NI4__laCA__aaB__rs114__m1__alt.	8HZL__NI4__laO__aaA__rs113__m1__alt.
parent_pdb	8HZM	8HZM__NI4__laN__aaA__rs112__m1__alt.	8HZM__NI4__laX__aaB__rs110__m1__alt.
parent_pdb	8I3Z	8I3Z__NMN__laD__aaB__rs101__m1__alt.	8I3Z__NMN__laE__aaB__rs102__m1__alt.
parent_pdb	8JY0	8JY0__V8C__laO__aaD__rs203__m1__alt.	8JY0__V8C__laQ__aaF__rs101__m1__alt.
parent_pdb	8SYK	8SYK__TAC__laCA__aaB__rs202__m1__alt.	8SYK__TAC__laF__aaA__rs202__m1__alt.
parent_pdb	8SYK	8SYK__TAC__laCA__aaB__rs202__m1__alt.	8SYK__TAC__laIB__aaD__rs202__m1__alt.
parent_pdb	8SYK	8SYK__TAC__laCA__aaB__rs202__m1__alt.	8SYK__TAC__laQA__aaC__rs202__m1__alt.
parent_pdb	8T7X	8T7X__DAP__laE__aaA__rs101__m1__alt.	8T7X__DAP__laG__aaD__rs101__m1__alt.
parent_pdb	8T80	8T80__HT1__laF__aaA__rs102__m1__alt.	8T80__HT1__laG__aaD__rs101__m1__alt.
parent_pdb	8TA8	8TA8__NT__laE__aaA__rs101__m1__alt.	8TA8__NT__laF__aaA__rs102__m1__alt.
parent_pdb	8TAM	8TAM__HT1__laE__aaA__rs101__m1__alt.	8TAM__HT1__laG__aaD__rs101__m1__alt.
parent_pdb	8TC4	8TC4__ZQQ__laE__aaA__rs101__m1__alt.	8TC4__ZQQ__laG__aaC__rs101__m1__alt.
parent_pdb	8TC6	8TC6__NT__laE__aaA__rs101__m1__alt.	8TC6__ZQQ__laF__aaA__rs102__m1__alt.
parent_pdb	8TC6	8TC6__NT__laE__aaA__rs101__m1__alt.	8TC6__ZQQ__laH__aaC__rs101__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laEA__aaF__rs103__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laIA__aaG__rs104__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laLA__aaH__rs103__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laN__aaA__rs104__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laOA__aaI__rs103__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laQ__aaB__rs103__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laSA__aaJ__rs104__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laU__aaC__rs104__m1__alt.
parent_pdb	8TWH	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laX__aaD__rs103__m1__alt.
parent_pdb	8UFZ	8UFZ__Y5U__laG__aaB__rs101__m1__alt.	8UFZ__Y5U__laH__aaD__rs101__m1__alt.
parent_pdb	8UIW	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UIW__CTI__laM__aaR__rs205__m1__alt.
parent_pdb	8UTA	8UTA__PRL__laJ__aaN__rs204__m1__alt.	8UTA__PRL__laN__aaR__rs204__m1__alt.
parent_pdb	8WU5	8WU5__A1LYO__laE__aaB__rs101__m1__alt.	8WU5__A1LYO__laF__aaC__rs101__m1__alt.
parent_pdb	8Y2R	8Y2R__KPT__laB__aaX__rs101__m1__alt.	8Y2R__KPT__laC__aaX__rs102__m1__alt.
parent_pdb	8ZD2	8ZD2__A1L1S__laC__aa1__rs101__m1__alt.	8ZD2__A1L1S__laD__aa2__rs101__m1__alt.
parent_pdb	8ZW3	8ZW3__BER__laB__aaX__rs101__m1__alt.	8ZW3__BER__laC__aaX__rs102__m1__alt.
parent_pdb	9BUN	9BUN__FH8__laH__aaA__rs104__m1__alt.	9BUN__FH8__laM__aaB__rs105__m1__alt.
parent_pdb	9BUN	9BUN__FH8__laH__aaA__rs104__m1__alt.	9BUN__FH8__laS__aaC__rs106__m1__alt.
parent_pdb	9BUN	9BUN__FH8__laH__aaA__rs104__m1__alt.	9BUN__FH8__laW__aaD__rs104__m1__alt.
parent_pdb	9BZ1	9BZ1__5AC__laG__aaA__rs105__m1__alt.	9BZ1__5AC__laM__aaB__rs103__m1__alt.
parent_pdb	9CKM	9CKM__A1AY9__laM__aaC__rs101__m1__alt.	9CKM__A1AY9__laT__aaB__rs101__m1__alt.
parent_pdb	9DQE	9DQE__KPT__laB__aaX__rs101__m1__alt.	9DQE__KPT__laC__aaX__rs102__m1__alt.
parent_pdb	9E5H	9E5H__N3D__laD__aaA__rs102__m1__alt.	9E5H__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5I	9E5I__N3D__laD__aaA__rs102__m1__alt.	9E5I__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5K	9E5K__N3D__laFA__aaC__rs102__m1__alt.	9E5K__N3D__laF__aaA__rs102__m1__alt.
parent_pdb	9E5K	9E5K__N3D__laFA__aaC__rs102__m1__alt.	9E5K__N3D__laSA__aaD__rs102__m1__alt.
parent_pdb	9E5K	9E5K__N3D__laFA__aaC__rs102__m1__alt.	9E5K__N3D__laS__aaB__rs102__m1__alt.
parent_pdb	9E5L	9E5L__N3D__laD__aaA__rs102__m1__alt.	9E5L__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5M	9E5M__N3D__laD__aaA__rs102__m1__alt.	9E5M__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5O	9E5O__N3D__laD__aaA__rs102__m1__alt.	9E5O__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5P	9E5P__N3D__laD__aaA__rs102__m1__alt.	9E5P__N3D__laP__aaB__rs102__m1__alt.
parent_pdb	9E5Q	9E5Q__N3D__laD__aaA__rs102__m1__alt.	9E5Q__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9E5R	9E5R__N3D__laD__aaA__rs102__m1__alt.	9E5R__N3D__laP__aaB__rs102__m1__alt.
parent_pdb	9E5T	9E5T__N3D__laD__aaA__rs102__m1__alt.	9E5T__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9EBP	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EBP__LUM__laJ__aaM__rs101__m1__alt.
parent_pdb	9EBV	9EBV__LUM__laK__aaA__rs109__m1__alt.	9EBV__LUM__laU__aaM__rs110__m1__alt.
parent_pdb	9EC4	9EC4__CTI__laC__aaM__rs101__m1__alt.	9EC4__CTI__laO__aaA__rs101__m1__alt.
parent_pdb	9ELR	9ELR__N3D__laD__aaA__rs102__m1__alt.	9ELR__N3D__laQ__aaB__rs102__m1__alt.
parent_pdb	9FXO	9FXO__PAR__laEO__aaL2__rs1728__m1__alt.	9FXO__PAR__laGJ__aaL1__rs1978__m1__alt.
parent_pdb	9FXO	9FXO__PAR__laEO__aaL2__rs1728__m1__alt.	9FXO__PAR__laUP__aaL7__rs208__m1__alt.
parent_pdb	9HRD	9HRD__GTP__laFA__aaD__rs107__m1__alt.	9HRD__GTP__laK__aaA__rs107__m1__alt.
parent_pdb	9HRD	9HRD__GTP__laFA__aaD__rs107__m1__alt.	9HRD__GTP__laR__aaB__rs107__m1__alt.
parent_pdb	9HRD	9HRD__GTP__laFA__aaD__rs107__m1__alt.	9HRD__GTP__laY__aaC__rs107__m1__alt.
parent_pdb	9HRG	9HRG__GTP__laG__aaA__rs103__m1__alt.	9HRG__GTP__laM__aaB__rs103__m1__alt.
parent_pdb	9HRG	9HRG__GTP__laG__aaA__rs103__m1__alt.	9HRG__GTP__laS__aaC__rs103__m1__alt.
parent_pdb	9HRG	9HRG__GTP__laG__aaA__rs103__m1__alt.	9HRG__GTP__laY__aaD__rs103__m1__alt.
parent_pdb	9I9W	9I9W__B2R__laC__aaAAA__rs101__m1__alt.	9I9W__B2R__laD__aaAAA__rs102__m1__alt.
parent_pdb	9I9W	9I9W__B2R__laC__aaAAA__rs101__m1__alt.	9I9W__B2R__laE__aaBBB__rs101__m1__alt.
parent_pdb	9IF0	9IF0__B2R__laC__aaAAA__rs101__m1__alt.	9IF0__B2R__laD__aaBBB__rs101__m1__alt.
parent_pdb	9JO1	9JO1__BER__laB__aaX__rs101__m1__alt.	9JO1__BER__laC__aaX__rs102__m1__alt.
parent_pdb	9KG8	9KG8__BER__laB__aaX__rs101__m1__alt.	9KG8__BER__laC__aaX__rs102__m1__alt.
parent_pdb	9L4E	9L4E__A1EIH__laB__aaA__rs101__m1__alt.	9L4E__A1EIH__laC__aaA__rs102__m1__alt.
parent_pdb	9MOZ	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.	9MOZ__A1BNI__laJA__aaG__rs103__m1__alt.
parent_pdb	9MOZ	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.	9MOZ__A1BNI__laJ__aaA__rs104__m1__alt.
parent_pdb	9MOZ	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.	9MOZ__A1BNI__laLA__aaG__rs105__m1__alt.
parent_pdb	9MOZ	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.	9MOZ__A1BNI__laV__aaD__rs103__m1__alt.
parent_pdb	9MOZ	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.	9MOZ__A1BNI__laW__aaD__rs104__m1__alt.
parent_pdb	9MP1	9MP1__A1BNK__laC__aaA__rs101__m1__alt.	9MP1__A1BNK__laK__aaB__rs101__m1__alt.
parent_pdb	9NDX	9NDX__QI9__laC__aaA__rs201__m1__alt.	9NDX__QI9__laD__aaB__rs201__m1__alt.
parent_pdb	9VXM	9VXM__NMY__laWM__aaAA__rs1784__m1__alt.	9VXM__NMY__laYM__aaAA__rs1786__m1__alt.
selected_sequence_signature	00d39ddf0280c67dd3ca333565f33aa0c5eecbe4	8WU5__A1LYO__laE__aaB__rs101__m1__alt.	8WU5__A1LYO__laF__aaC__rs101__m1__alt.
selected_sequence_signature	031caab35227057aecad31b14a9a6f380fd35545	6M5J__F1R__laG__aaA__rs103__m1__alt.	6M5J__F1R__laJ__aaB__rs103__m1__alt.
selected_sequence_signature	031caab35227057aecad31b14a9a6f380fd35545	6M5J__F1R__laG__aaA__rs103__m1__alt.	6M5J__F1R__laK__aaC__rs101__m1__alt.
selected_sequence_signature	031caab35227057aecad31b14a9a6f380fd35545	6M5J__F1R__laG__aaA__rs103__m1__alt.	6M5J__F1R__laL__aaD__rs101__m1__alt.
selected_sequence_signature	039bc858c04413bcf7e028697ec319b7a4da2002	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UIW__CTI__laM__aaR__rs205__m1__alt.
selected_sequence_signature	039bc858c04413bcf7e028697ec319b7a4da2002	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UTA__PRL__laJ__aaN__rs204__m1__alt.
selected_sequence_signature	039bc858c04413bcf7e028697ec319b7a4da2002	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UTA__PRL__laN__aaR__rs204__m1__alt.
selected_sequence_signature	093c12ee206bb7d179c81a525303f6ac330b0246	3L3C__G6P__laBA__aaH__rs5004__m1__alt.	3L3C__G6P__laN__aaP__rs5001__m1__alt.
selected_sequence_signature	0b631278a04428aa497e033a373ab35c7b917368	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0U__HPA__laB__aaA__rs101__m1__alt.
selected_sequence_signature	0b631278a04428aa497e033a373ab35c7b917368	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0V__I7U__laB__aaA__rs101__m1__alt.
selected_sequence_signature	0b631278a04428aa497e033a373ab35c7b917368	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0W__TEP__laB__aaA__rs101__m1__alt.
selected_sequence_signature	0d6e6c59d23e8fd7086dd7a109daf44a94191c39	8TB4__DAP__laE__aaA__rs101__m1__alt.	8TBD__HT1__laI__aaC__rs101__m1__alt.
selected_sequence_signature	10ff52be5a3a363489d3466bdb96c03203e966a7	7PNG__7V5__laB__aaA__rs101__m1__alt.	8ABD__PQ3__laB__aaA__rs101__m1__alt.
selected_sequence_signature	11818fd6791cb8f08d874251b23b0250403fdae3	6N5T__2BA__laB__aaA__rs201__m1__alt.	6N5T__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	37CM__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5H__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5H__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5I__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5I__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5J__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5K__N3D__laFA__aaC__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5K__N3D__laS__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5L__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5L__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5M__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5M__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5O__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5O__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5P__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5P__N3D__laP__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5Q__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5Q__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5R__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5R__N3D__laP__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5S__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5T__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9E5T__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9ELR__N3D__laD__aaA__rs102__m1__alt.
selected_sequence_signature	123563724ecd7854322e743e053b9126737a919c	37CM__N3D__laD__aaA__rs102__m1__alt.	9ELR__N3D__laQ__aaB__rs102__m1__alt.
selected_sequence_signature	1267aff14c6f333038b21d20621cd5ad6304eeb9	9CJW__A1AAQ__laK__aaC__rs101__m1__alt.	9CKM__A1AY9__laM__aaC__rs101__m1__alt.
selected_sequence_signature	127b98943ddcc2c30d52cc619939d0d98619271d	6YML__DSH__laF__aaA__rs102__m1__alt.	6YML__DSH__laH__aaC__rs101__m1__alt.
selected_sequence_signature	1284d1199e54b552edfbfdfb9d9b8f256fc99c54	9HRD__GTP__laK__aaA__rs107__m1__alt.	9HRD__GTP__laR__aaB__rs107__m1__alt.
selected_sequence_signature	151fbe7b1582df8ba51c923158e95c474e4433b8	5DDP__GLN__laE__aaA__rs101__m1__alt.	5DDQ__GLN__laE__aaA__rs101__m1__alt.
selected_sequence_signature	151fbe7b1582df8ba51c923158e95c474e4433b8	5DDP__GLN__laE__aaA__rs101__m1__alt.	5DDR__GLN__laE__aaA__rs101__m1__alt.
selected_sequence_signature	16c368da11c91a9c6fb284829a6bcac3a9a9f4d5	2NZ4__GLP__laR__aaF__rs5002__m1__alt.	2NZ4__GLP__laW__aaG__rs5003__m1__alt.
selected_sequence_signature	16c368da11c91a9c6fb284829a6bcac3a9a9f4d5	2NZ4__GLP__laR__aaF__rs5002__m1__alt.	3G96__6MN__laM__aaF__rs12__m1__alt.
selected_sequence_signature	16c368da11c91a9c6fb284829a6bcac3a9a9f4d5	2NZ4__GLP__laR__aaF__rs5002__m1__alt.	3L3C__G6P__laS__aaQ__rs5002__m1__alt.
selected_sequence_signature	1785544b49dea9408aa998b3f748529d4796d59e	7RIM__5N0__laN__aaT__rs101__m1__alt.	7RIP__5N0__laO__aaT__rs101__m1__alt.
selected_sequence_signature	1785544b49dea9408aa998b3f748529d4796d59e	7RIM__5N0__laN__aaT__rs101__m1__alt.	7RIX__5N0__laO__aaT__rs101__m1__alt.
selected_sequence_signature	1785544b49dea9408aa998b3f748529d4796d59e	7RIM__5N0__laN__aaT__rs101__m1__alt.	7RIY__5N0__laO__aaT__rs101__m1__alt.
selected_sequence_signature	1a5f16e315ade6a2a81b89658da7baa668dc15b9	9MP1__A1BNK__laC__aaA__rs101__m1__alt.	9MP1__A1BNK__laK__aaB__rs101__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZF__NJL__laG__aaA__rs105__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZF__NJL__laL__aaB__rs105__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZJ__O00__laI__aaA__rs107__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZJ__O00__laN__aaB__rs105__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZM__NI4__laN__aaA__rs112__m1__alt.
selected_sequence_signature	1aa02406505015ca0249019dcfd133f797678364	8HZE__NI4__laT__aaB__rs109__m1__alt.	8HZM__NI4__laX__aaB__rs110__m1__alt.
selected_sequence_signature	1bb8c1ea40d36f21c963d1df9f1bf4154edf2805	2KXM__RIO__laB__aaA__rs101__m1__alt.	2MXS__PAR__laB__aaA__rs101__m1__alt.
selected_sequence_signature	1bb8c1ea40d36f21c963d1df9f1bf4154edf2805	2KXM__RIO__laB__aaA__rs101__m1__alt.	2N0J__RIO__laB__aaA__rs101__m1__alt.
selected_sequence_signature	1fd3404901adea0296b8f68e84321c0b66ad3d1c	6C65__EKJ__laD__aaA__rs101__m1__alt.	6C65__EKJ__laH__aaB__rs101__m1__alt.
