split,pdb_id
train,6e99
train,6e9l
train,6e9w
train,6ea1
train,6ea2
train,6eaa
train,6eab
train,6ed6
train,6ee2
train,6ee3
train,6ee4
train,6ee6
train,6eee
train,6ehh
train,6ei4
train,6eil
train,6eip
train,6eji
train,6eks
train,6eku
train,6en4
train,6en6
train,6ep9
train,6eqa
train,6er4
train,6esj
train,6esn
train,6esy
train,6etj
train,6eu6
train,6evp
train,6ew6
train,6ew7
train,6ewk
train,6eww
train,6f34
train,6f3f
train,6f5h
train,6f6d
train,6f6r
train,6f7t
train,6f8r
train,6f8t
train,6f8u
train,6f8v
train,6f8w
train,6f8x
train,6f9r
train,6f9t
train,6fa2
train,6fa5
train,6fap
train,6fc6
train,6fdc
train,6ffe
train,6fff
train,6ffg
train,6ffh
train,6fgf
train,6fgl
train,6fgy
train,6fh6
train,6fh7
train,6fi1
train,6fii
train,6fjf
train,6fjm
train,6fky
train,6fkz
train,6flg
train,6fmp
train,6fne
train,6fo7
train,6fo9
train,6fod
train,6fqo
train,6fqu
train,6fr0
train,6frj
train,6fsd
train,6fse
train,6ftn
train,6fu1
train,6ful
train,6fv1
train,6fv2
train,6fx1
train,6fyi
train,6fyl
train,6fym
train,6fyv
train,6fzf
train,6fzm
train,6fzp
train,6fzu
train,6fzx
train,6g07
train,6g0q
train,6g1w
train,6g22
train,6g33
train,6g46
train,6g4y
train,6g4z
train,6g5j
train,6g6y
train,6g7f
train,6g84
train,6g85
train,6g86
train,6g8m
train,6g8n
train,6g92
train,6gf3
train,6gfm
train,6gg8
train,6ggg
train,6ggn
train,6ggv
train,6gh9
train,6giu
train,6gjb
train,6gl3
train,6gmd
train,6gn1
train,6gop
train,6gpb
train,6gr7
train,6grp
train,6gu2
train,6gu3
train,6gu4
train,6gu6
train,6gu7
train,6gub
train,6gvg
train,6gvh
train,6gxa
train,6gxu
train,6gxw
train,6gy0
train,6gy1
train,6gy5
train,6gzh
train,6h0b
train,6h0u
train,6h12
train,6h14
train,6h5w
train,6h75
train,6h76
train,6h78
train,6h7j
train,6h7l
train,6h7m
train,6h7n
train,6h9b
train,6hcv
train,6hcw
train,6hdo
train,6hdq
train,6hf5
train,6hgz
train,6hhi
train,6hhj
train,6hhp
train,6hkx
train,6hky
train,6hlb
train,6hld
train,6hle
train,6hlz
train,6hm2
train,6hmb
train,6hmp
train,6hmy
train,6hop
train,6hor
train,6hot
train,6hou
train,6hov
train,6hoy
train,6hq3
train,6hrp
train,6hrt
train,6hrw
train,6hrz
train,6hs0
train,6hsk
train,6hsz
train,6ht8
train,6htd
train,6hti
train,6htp
train,6htt
train,6htz
train,6hu0
train,6hu1
train,6hu2
train,6hu3
train,6huc
train,6huq
train,6huu
train,6huv
train,6hvi
train,6hvj
train,6hwz
train,6hzc
train,6hzd
train,6hzp
train,6hzv
train,6i0k
train,6i0p
train,6i0r
train,6i0x
train,6i5i
train,6i96
train,6i97
train,6i9a
train,6ibl
train,6ibx
train,6ic0
train,6ic5
train,6ic6
train,6ic7
train,6idz
train,6iiw
train,6ijh
train,6ijl
train,6ikm
train,6im6
train,6imb
train,6imi
train,6inz
train,6iot
train,6irt
train,6itp
train,6iyv
train,6iyw
train,6j06
train,6j0k
train,6j6m
train,6jax
train,6jij
train,6jpj
train,6jwa
train,6jz0
train,6k0j
train,6k4t
train,6k4x
train,6k5r
train,6k5t
train,6k9u
train,6kdi
train,6kdx
train,6kdz
train,6ke0
train,6keb
train,6kjf
train,6kmj
train,6m87
train,6m9t
train,6ma1
train,6max
train,6mck
train,6me1
train,6mim
train,6miy
train,6mnf
train,6mny
train,6mo5
train,6mo7
train,6mob
train,6mod
train,6mqm
train,6mrg
train,6ms1
train,6msc
train,6mso
train,6mt4
train,6mul
train,6mum
train,6mvu
train,6mx3
train,6mxe
train,6myn
train,6n0m
train,6n17
train,6n19
train,6n4t
train,6n5c
train,6n8y
train,6n9p
train,6nad
train,6nd3
train,6njz
train,6nm4
train,6nnr
train,6nrh
train,6nri
train,6nsp
train,6nti
train,6ntj
train,6nwc
train,6nzk
train,6nzr
train,6o0h
train,6o2p
train,6o3w
train,6o3x
train,6o4w
train,6o4x
train,6o6f
train,6o6g
train,6o9b
train,6ob0
train,6oco
train,6ocq
train,6ocw
train,6ocz
train,6od6
train,6oh3
train,6ohu
train,6oie
train,6om2
train,6om4
train,6omu
train,6oot
train,6oqn
train,6ott
train,6oxl
train,6p3u
train,6p5v
train,6p7q
train,6p8x
train,6p8y
train,6peb
train,6pek
train,6peu
train,6pgp
train,6pgx
train,6phz
train,6pic
train,6pl2
train,6pl3
train,6pnn
train,6prc
train,6ps4
train,6pvs
train,6pvu
train,6pyc
train,6pyu
train,6q5b
train,6q6f
train,6q6m
train,6q6o
train,6q6y
train,6q73
train,6q74
train,6q7a
train,6q7h
train,6q96
train,6q9u
train,6q9w
train,6qed
train,6qef
train,6qeg
train,6qh9
train,6qha
train,6qhb
train,6qhc
train,6qmd
train,6qme
train,6qmr
train,6qs1
train,6quw
train,6qwa
train,6qwb
train,6qxd
train,6qxs
train,6qxu
train,6r0u
train,6r1x
train,6r4s
train,6r7d
train,6r7j
train,6r7k
train,6r7r
train,6r8p
train,6r8r
train,6rj2
train,6rj3
train,6rj5
train,6rml
train,6rmm
train,6rn7
train,6rn9
train,6rne
train,6rni
train,6rnu
train,6rqk
train,6rr0
train,6rrm
train,6s07
train,6s0e
train,6s43
train,6s4u
train,6s7k
train,6s7s
train,6s7z
train,6s88
train,6s9c
train,6s9d
train,6s9w
train,6tl2
train,6tld
train,6udx
train,6udy
train,6ufn
train,6ufo
train,6uhv
train,6uii
train,6uil
train,6uim
train,6uvv
train,6uwp
train,7abp
train,7prc
train,8abp
train,8gpb
train,9abp
validation,1ai6
validation,1azl
validation,1hqh
validation,1hsg
validation,1hww
validation,1i41
validation,1jij
validation,1kfy
validation,1kti
validation,1kwq
validation,1m5c
validation,1m9n
validation,1mui
validation,1mx1
validation,1nhv
validation,1o47
validation,1o48
validation,1oq5
validation,1owk
validation,1q4l
validation,1qxz
validation,1rdn
validation,1tl7
validation,1ujj
validation,1vj5
validation,1xfv
validation,1xhm
validation,1y2j
validation,1y3y
validation,1ymx
validation,1zfp
validation,1zsh
validation,2aqb
validation,2aux
validation,2bb7
validation,2bw7
validation,2cgv
validation,2evo
validation,2f14
validation,2f3k
validation,2g0h
validation,2g8n
validation,2h9p
validation,2hmw
validation,2i47
validation,2o48
validation,2q2z
validation,2q6h
validation,2qcm
validation,2qp8
validation,2qu2
validation,2vle
validation,2wa3
validation,2wks
validation,2wyi
validation,2x5o
validation,2xe4
validation,2y56
validation,2ybk
validation,2zvj
validation,3bg8
validation,3blr
validation,3buw
validation,3dc2
validation,3dcq
validation,3dvp
validation,3e3b
validation,3eq7
validation,3eyf
validation,3eyl
validation,3fh5
validation,3frg
validation,3ftz
validation,3fud
validation,3fun
validation,3g2u
validation,3gwv
validation,3hg1
validation,3hjo
validation,3i8t
validation,3igv
validation,3iop
validation,3ivh
validation,3kl6
validation,3krd
validation,3l4t
validation,3muf
validation,3n4l
validation,3njq
validation,3ob2
validation,3pz4
validation,3qzq
validation,3r91
validation,3s2a
validation,3sn7
validation,3t2v
validation,3tdc
validation,3tfk
validation,3ti3
validation,3tti
validation,3u4o
validation,3ur0
validation,3v5g
validation,3vtc
validation,3w5t
validation,3wk6
validation,3wka
validation,3x1k
validation,3zj8
validation,4a9i
validation,4alg
validation,4b4n
validation,4bb2
validation,4bzn
validation,4bzs
validation,4c16
validation,4cik
validation,4di2
validation,4dr9
validation,4dwb
validation,4ef4
validation,4eu3
validation,4glr
validation,4gwk
validation,4gy5
validation,4hbx
validation,4hev
validation,4i32
validation,4i9c
validation,4iti
validation,4itj
validation,4iuu
validation,4jr3
validation,4k63
validation,4kne
validation,4l6s
validation,4l7g
validation,4led
validation,4lng
validation,4m3d
validation,4m5r
validation,4meo
validation,4n3r
validation,4nni
validation,4nru
validation,4o4r
validation,4od9
validation,4oyb
validation,4p0x
validation,4pli
validation,4qmx
validation,4qmy
validation,4qw3
validation,4qw6
validation,4rxc
validation,4tkg
validation,4trz
validation,4tzn
validation,4u6r
validation,4uiu
validation,4x9r
validation,4xg4
validation,4xgz
validation,4xuz
validation,4y2v
validation,4y67
validation,4ynk
validation,4yv8
validation,4z2l
validation,4zla
validation,4zyr
validation,5adq
validation,5ads
validation,5alo
validation,5cdh
validation,5cpr
validation,5cs5
validation,5cwa
validation,5dyy
validation,5eue
validation,5f27
validation,5f88
validation,5fos
validation,5fsb
validation,5ggj
validation,5hka
validation,5ij7
validation,5ixf
validation,5j75
validation,5j9z
validation,5jap
validation,5jnl
validation,5ll5
validation,5lt9
validation,5mf6
validation,5mft
validation,5myr
validation,5ncy
validation,5o0j
validation,5ofu
validation,5orb
validation,5pzn
validation,5q0u
validation,5t52
validation,5tjx
validation,5tzh
validation,5u00
validation,5u6v
validation,5u7l
validation,5uci
validation,5ujv
validation,5uwf
validation,5vm6
validation,5w94
validation,5xs8
validation,5zk3
validation,5zzw
validation,6abp
validation,6apz
validation,6awn
validation,6b7f
validation,6bau
validation,6bl1
validation,6bu0
validation,6bw8
validation,6c7i
validation,6chh
validation,6ckl
validation,6coj
validation,6cwi
validation,6drg
validation,6duf
validation,6er3
validation,6f6u
validation,6fau
validation,6g4n
validation,6ghv
validation,6gx3
validation,6h7u
validation,6hm4
validation,6hry
validation,6htr
validation,6hy7
validation,6ib0
validation,6ibz
validation,6iso
validation,6jjm
validation,6mkq
validation,6mt6
validation,6n3n
validation,6n5h
validation,6n77
validation,6ncj
validation,6o50
validation,6oxq
validation,6oxz
validation,6ps5
validation,6pvx
validation,6qm7
validation,6qw9
test,1apb
test,1bap
test,1bwn
test,1gu1
test,1hte
test,1ikw
test,1iq1
test,1kwr
test,1ljt
test,1llb
test,1nfs
test,1npw
test,1o4j
test,1oim
test,1ozv
test,1pg2
test,1pig
test,1pk0
test,1ppx
test,1q6s
test,1q9d
test,1t29
test,1tlo
test,1urc
test,1wqv
test,1xoe
test,1xxi
test,1z6p
test,2amv
test,2anl
test,2azc
test,2b1r
test,2bz5
test,2fah
test,2hvc
test,2ieo
test,2ja3
test,2mlm
test,2mov
test,2pks
test,2vr0
test,2w0s
test,2w6u
test,2w8g
test,2wd1
test,2wzy
test,2x7o
test,2xpc
test,2y1n
test,2y2i
test,2y7p
test,2ydj
test,2yem
test,3arn
test,3b9s
test,3bcn
test,3bl7
test,3bux
test,3c6w
test,3cbs
test,3cde
test,3d28
test,3dz4
test,3e9i
test,3f38
test,3fyk
test,3g4g
test,3gfe
test,3ggv
test,3ijz
test,3kig
test,3li2
test,3msj
test,3mww
test,3nfl
test,3o23
test,3ogm
test,3ohf
test,3oyl
test,3pi5
test,3q3b
test,3qs8
test,3r0w
test,3s9i
test,3skh
test,3sow
test,3th0
test,3upz
test,3vbv
test,3w2t
test,3wd2
test,3wk9
test,3wke
test,3wqw
test,3ws8
test,3wym
test,4a6w
test,4aa4
test,4anm
test,4aoc
test,4b84
test,4b8o
test,4bbf
test,4bo3
test,4d1b
test,4d8c
test,4dgb
test,4dtk
test,4du8
test,4eqf
test,4fcd
test,4fmn
test,4hct
test,4hnn
test,4i5m
test,4j4v
test,4j52
test,4j77
test,4j78
test,4j8s
test,4jfw
test,4jmx
test,4ju4
test,4jv9
test,4ke1
test,4ks2
test,4l7d
test,4mbc
test,4mm9
test,4mrd
test,4n1b
test,4n70
test,4nrk
test,4o6e
test,4oue
test,4p4d
test,4p74
test,4phv
test,4pvo
test,4py1
test,4qwg
test,4rfy
test,4rlk
test,4rll
test,4w4x
test,4x8n
test,4xek
test,4xqb
test,4xuc
test,4y29
test,4yef
test,4yk6
test,4yp1
test,4yw7
test,4z6h
test,4zly
test,4zup
test,4zur
test,5a00
test,5abf
test,5abh
test,5akz
test,5alm
test,5aln
test,5arf
test,5bs0
test,5bvf
test,5dhq
test,5dyw
test,5ehe
test,5f4p
test,5fue
test,5gmm
test,5i5z
test,5iis
test,5im3
test,5jar
test,5jat
test,5jmw
test,5kde
test,5l4f
test,5l8t
test,5l98
test,5lhi
test,5lyy
test,5m9d
test,5mgl
test,5mgm
test,5mwd
test,5mys
test,5n3w
test,5ni5
test,5nmf
test,5nwh
test,5ofv
test,5svz
test,5t27
test,5u4c
test,5u4f
test,5ul6
test,5un9
test,5uox
test,5v13
test,5vfc
test,5vt4
test,5w1v
test,5wmt
test,5zef
test,5zjy
test,6afj
test,6b5t
test,6c5k
test,6c91
test,6ceh
test,6cqf
test,6djd
test,6dug
test,6fam
test,6fg6
test,6frf
test,6fyp
test,6g4m
test,6gfx
test,6gvi
test,6htc
test,6hth
test,6imd
test,6jjn
test,6jno
test,6m9c
test,6mo8
test,6n3o
test,6o3y
test,6qcj
test,6u26
test,9hvp
